TILE,TAG_ID,SP,DBH_CM,sort,HEIGHT_M,L_D,Date,"CROWN 
HEIGHT","SCORCH 
HEIGHT",% SCORCH,new growth,NOTES,ERRORS
G-04,5542,PINPAL,3.9,a,3.9,L,4/6/23,2.2,3.7,80,Y,,
G-04,5585,PINPAL,4.5,a,5,L,4/6/23,2.4,5,80,Y,,
G-04,5621,PINPAL,4.4,a,4.2,L,4/6/23,2.8,4.1,80,Y,,
G-04,5660,PINPAL,8.1,a,10,L,4/6/23,5.8,1,80,NA,,
G-04,5671,PINPAL,3.8,a,4.3,L,4/6/23,1.8,4.3,80,NA,burnt needles,
G-04,5546,PINPAL,5.5,a,6.4,L,4/6/23,1.8,6.1,75,Y,,
G-04,5593,PINPAL,3.6,a,4,L,4/6/23,2,4,75,Y,,
G-04,5667,PINPAL,6.9,a,7,L,4/6/23,2.9,7,75,Y,,
G-04,5539,PINPAL,3.9,a,4,L,4/6/23,1.8,3.4,65,Y,,
G-04,5617,PINPAL,3.3,a,4.3,L,4/6/23,2.8,4.3,45,Y,,
G-04,5535,PINPAL,4.8,a,4.2,L,4/6/23,2.2,3.1,35,NA,,
G-04,5549,PINPAL,3.5,a,4.1,L,4/6/23,2.8,4,35,Y,,
G-04,5582,PINPAL,9.7,a,9.6,L,4/6/23,3.4,6.1,35,Y,,
G-04,5528,PINPAL,44.4,z,19.6,L,4/4/23,9.7,20.9,35,NA,,
G-04,5541,PINPAL,4,a,4.6,L,4/6/23,2.6,3.5,30,Y,,
G-04,5622,PINPAL,4.8,a,5.9,L,4/6/23,2.8,5.9,25,NA,,
G-04,5577,PINPAL,5.4,a,6.4,L,4/6/23,2.8,3.1,20,Y,,
G-04,5594,PINPAL,4.3,a,4.9,L,4/6/23,2.6,4.9,20,NA,,
G-04,5547,PINPAL,4.3,a,6.2,L,4/6/23,3,6.4,15,NA,,
G-04,5576,PINPAL,7.8,a,7.8,L,4/6/23,2.8,5.5,15,Y,,
G-04,5544,PINPAL,5,a,5.4,L,4/6/23,3.3,5.4,10,Y,,
G-04,5548,PINPAL,3.3,a,4,L,4/6/23,2.7,3.8,10,NA,,
G-04,5578,PINPAL,4.1,a,4.5,L,4/6/23,3,3.4,10,Y,,
G-04,5598,PINPAL,6.4,a,6.5,L,4/6/23,2.8,4.3,10,NA,,
G-04,5599,PINPAL,5.5,a,4.1,L,4/6/23,1.9,3.9,10,NA,,
G-04,5619,PINPAL,4.7,a,6.7,L,4/6/23,3.6,6.7,10,Y,,
G-04,5668,PINPAL,10.7,y,12,L,4/4/23,7.5,8.7,5,NA,,
G-04,5583,PINPAL,21,z,15.8,L,4/4/23,8.4,15,1,NA,,
G-04,5584,PINPAL,22,z,17.1,L,4/4/23,9.5,6.6,1,NA,,
G-04,5550,PINPAL,10,y,10.1,L,4/4/23,6.1,X,0,NA,,
G-05,1436,PINPAL,2.9,a,3,L,4/5/23,2.3,2.9,5-10,N,scorch recorded as 7 in field notes,
G-05,1411,PINPAL,5.8,a,6.2,L,4/5/23,2.8,4.5,1-5,Y,,
G-05,1437,PINPAL,3.9,a,5.1,L,4/5/23,3,3.3,1-5,Y,,
G-05,1392,PINPAL,13.3,y,8.5,L,4/5/23,4.6,4.8,1-5,NA,,
G-05,1403,PINPAL,10.5,y,8.3,L,4/5/23,5.2,6.2,1-5,NA,,
G-05,1377,PINPAL,2.5,a,2.3,L,4/5/23,1.4,2.3,100,Y,,
G-05,1427,PINPAL,2.7,a,1.6,L,4/5/23,1.4,1.6,100,Y,,
G-05,1428,PINPAL,4.7,a,4.4,L,4/5/23,3,4.4,100,Y,,
G-05,1375,PINPAL,3.3,a,2.8,L,4/5/23,1.7,2.8,99,Y,,
G-05,1429,PINPAL,3.8,a,3.4,L,4/5/23,2.6,3.4,99,Y,,
G-05,1430,PINPAL,3.2,a,3.4,L,4/5/23,1.9,3.4,99,Y,,
G-05,1378,PINPAL,4.3,a,4.1,L,4/5/23,1.4,4.1,95,Y,,
G-05,1383,PINPAL,3.5,a,3.7,L,4/5/23,2,3.7,95,Y,,
G-05,1416,PINPAL,2.7,a,2.4,L,4/5/23,1.7,2.4,95,Y,,
G-05,1418,PINPAL,3.4,a,2.5,L,4/5/23,1.4,2.5,95,Y,,
G-05,1440,PINPAL,4.3,a,4.9,L,4/5/23,2.6,4.9,95,Y,,
G-05,1441,PINPAL,3.7,a,2.8,L,4/5/23,1.8,2.8,95,Y,,
G-05,1359,PINPAL,3.5,a,3.8,L,4/5/23,2.3,3.8,90,Y,,
G-05,1398,PINPAL,3.5,a,2.8,L,4/5/23,2,2.6,90,Y,,
G-05,1405,PINPAL,3.5,a,3.6,L,4/5/23,2.4,3.6,90,Y,,
G-05,1393,PINPAL,3.6,a,3.6,L,4/5/23,1.5,3.4,80,Y,,
G-05,1406,PINPAL,3.9,a,4.6,L,4/5/23,3.4,4.3,80,Y,,
G-05,1361,PINPAL,3,a,2.5,L,4/5/23,1.6,2.5,75,Y,,
G-05,1395,PINPAL,3.9,a,4.1,L,4/5/23,2.1,4.1,75,N,,
G-05,1434,PINPAL,5.8,a,6,L,4/5/23,2.6,5.9,70,Y,,
G-05,1360,PINPAL,4.2,a,4.4,L,4/5/23,2.1,4.4,65,Y,,
G-05,1423,PINPAL,3.3,a,3.3,L,4/5/23,1.8,3.2,65,Y,,
G-05,1394,PINPAL,5.1,a,5.7,L,4/5/23,2.1,4.9,50,NA,,
G-05,1408,PINPAL,3.1,a,3.7,L,4/5/23,2.2,3.7,50,Y,,
G-05,1443,PINPAL,3,a,2.3,L,4/5/23,1.5,3,50,Y,,
G-05,1431,PINPAL,5.2,a,4.4,L,4/5/23,3.1,4.3,45,Y,,
G-05,1396,PINPAL,5,a,5,L,4/5/23,3,4.5,40,NA,,
G-05,1444,PINPAL,4,a,4,L,4/5/23,2.2,3.4,40,Y,,
G-05,1397,PINPAL,4,a,5.2,L,4/5/23,2.6,5.2,25,NA,,
G-05,1426,PINPAL,6.7,a,7.1,L,4/5/23,2.5,5.4,25,Y,,
G-05,1433,PINPAL,8.5,a,8.9,L,4/5/23,3.9,4.9,25,Y,,
G-05,1439,PINPAL,13.3,y,11.5,L,4/5/23,5.8,7.9,25,NA,,
G-05,1399,PINPAL,5.2,a,5,L,4/5/23,2.9,3.9,20,Y,,
G-05,1409,PINPAL,4.4,a,4.4,L,4/5/23,2.2,4.1,20,NA,,
G-05,1410,PINPAL,4.4,a,4.5,L,4/5/23,2.8,4.4,20,Y,,
G-05,1442,PINPAL,3.9,a,3,L,4/5/23,2.3,2.8,20,Y,,
G-05,1391,PINPAL,5.3,a,5.4,L,4/5/23,3.6,4.5,15,NA,,
G-05,1419,PINPAL,5.9,a,6.4,L,4/5/23,2.5,4,15,Y,,
G-05,1387,PINPAL,7.7,a,8.3,L,4/5/23,3.4,6.3,10,Y,,
G-05,1389,PINPAL,4.1,a,4,L,4/5/23,2.6,4,10,Y,,
G-05,1376,PINPAL,39.4,z,19.3,L,4/5/23,5.9,9.3,10,NA,,
G-05,1388,PINPAL,8,a,8.7,L,4/5/23,2.8,6.2,5,Y,,
G-05,1390,PINPAL,8.5,a,7,L,4/5/23,2.8,4.1,5,Y,,
G-05,1413,PINPAL,8.7,a,9.2,L,4/5/23,2.8,5,5,NA,,
G-05,1432,PINPAL,7,a,7.4,L,4/5/23,2.9,6.3,5,Y,,
G-05,1435,PINPAL,8.6,a,7.2,L,4/5/23,2.4,4,5,Y,,
G-05,1438,PINPAL,2.9,a,2.4,L,4/5/23,1.7,2,5,Y,,
G-05,1356,PINPAL,49,z,20.6,L,4/5/23,4.3,20,5,NA,,
G-05,1445,PINPAL,41.8,z,22.3,L,4/5/23,10.8,18.2,5,NA,,
G-06,1137,PINPAL,48.9,z,21.7,L,4/4/23,8.1,6.3,1-5,NA,,
G-06,1092,PINPAL,5.3,a,4.5,L,4/5/23,1.8,4.5,90,Y,,
G-06,1094,PINPAL,3.5,a,3.3,L,4/5/23,1.4,3.3,90,Y,,
G-06,1093,PINPAL,6.1,a,6.2,L,4/5/23,2.1,6.2,85,Y,,
G-06,1088,PINPAL,13.5,y,10.8,L,4/4/23,4,10.6,85,NA,,
G-06,1134,PINPAL,7,a,6.3,L,4/5/23,2.8,6.1,70,Y,,
G-06,1136,PINPAL,8.5,a,8,L,4/5/23,2.4,5.7,70,Y,top fell off of tagged tree - now shorter,
G-06,1097,PINPAL,7.2,a,7.9,L,4/5/23,2.7,6.3,55,Y,,
G-06,1121,PINPAL,4.9,a,3.6,L,4/5/23,1.8,3,50,Y,,
G-06,1135,PINPAL,2.9,a,2.5,L,4/5/23,1.7,2.5,50,Y,,
G-06,1115,PINPAL,3.8,a,3.6,L,4/5/23,1.1,2.6,15,Y,,
G-06,1120,PINPAL,4.2,a,4.5,L,4/5/23,2.1,2.9,15,Y,,
G-06,1140,PINPAL,8.5,a,8,L,4/5/23,2.4,2.7,10,NA,burnt needles,
G-06,1091,PINPAL,50.7,z,20.9,L,4/4/23,8.2,11.1,5,NA,,
G-09,2048,PINPAL,2.3,a,1.8,L,4/13/23,1.8,1.8,100,Y,,
G-09,2071,PINPAL,2.3,a,2.5,L,4/13/23,1.2,2.5,100,Y,burnt needles,
G-09,2080,PINPAL,7.4,a,8.5,L,4/13/23,3.5,8.5,100,Y,burnt needles,
G-09,2081,PINPAL,2.7,a,2.6,L,4/13/23,1.6,2.6,100,Y,burnt needles,
G-09,2097,PINPAL,5,a,5.3,L,4/13/23,2.8,5.3,100,Y,,
G-09,2091,PINPAL,8.6,a,8.5,L,4/13/23,3.9,8.5,99,Y,,
G-09,2092,PINPAL,9.5,a,9.6,L,4/13/23,4.4,9.6,95,Y,,
G-09,2096,PINPAL,7.3,a,7.8,L,4/13/23,4.2,7.8,95,Y,,
G-09,2082,PINPAL,10.7,y,9.5,L,4/5/23,5.3,9.5,95,NA,,
G-09,2113,PINPAL,34.5,z,21,L,4/5/23,8.5,19,80,NA,,
G-09,2100,PINPAL,49.9,z,22.5,L,4/5/23,8.2,22,70,NA,,
G-09,2125,PINPAL,41.9,z,24,L,4/5/23,13.2,24,60,NA,,
G-09,2099,PINPAL,45.6,z,24,L,4/5/23,3.8,20.9,55,NA,,
G-09,2098,PINPAL,44.2,z,21.6,L,4/5/23,9.2,21.6,45,NA,,
G-09,2094,PINPAL,22.8,z,16.1,L,4/5/23,7.5,14.6,40,NA,,
G-09,2093,PINPAL,15.9,y,14.6,L,4/5/23,5.1,13.6,25,NA,,
G-10,1998,PINPAL,11.5,y,15.2,L,4/5/23,7.8,15.2,70,NA,,
G-10,2019,PINPAL,46,z,24.8,L,4/5/23,10.9,23.4,65,NA,,
G-10,2001,PINPAL,44,z,17.4,L,4/5/23,7.5,16.5,50,NA,,
G-10,2017,PINPAL,52.5,z,21.8,L,4/5/23,9.3,21.8,25,NA,,
G-10,2021,PINPAL,53,z,25,L,4/5/23,9.8,25,20,NA,,
G-10,2022,PINPAL,32.5,z,17.2,L,4/5/23,8.7,12.7,20,NA,,
G-10,2020,PINPAL,37.5,z,24,L,4/5/23,8.5,20.4,15,NA,,
H-04,5468,PINPAL,9.8,a,11.9,L,4/5/23,6.2,7.9,1-5,NA,,
H-04,5474,PINPAL,8.8,a,12.5,L,4/5/23,5.5,7,1-5,NA,dead top,
H-04,5477,PINPAL,17.3,y,14.9,L,4/4/23,10,11.1,1-5,NA,,
H-04,5523,PINPAL,30.9,z,21.5,L,4/4/23,10,10.5,1-5,NA,,
H-04,5460,PINPAL,5.6,a,7.1,L,4/5/23,4.5,5.6,100,Y,,
H-04,5461,PINPAL,6.6,a,3.1,L,4/5/23,1.8,3.1,100,Y,,
H-04,5464,PINPAL,7.4,a,6.6,L,4/5/23,3.4,6.6,100,Y,,
H-04,5489,PINPAL,3.8,a,4.1,L,4/5/23,2.5,4.1,100,Y,,
H-04,5513,PINPAL,2,a,2,L,4/5/23,1.9,2,100,Y,,
H-04,5467,PINPAL,4.5,a,4.6,L,4/5/23,1.7,4.6,95,Y,,
H-04,5487,PINPAL,5.2,a,5.1,L,4/5/23,2.2,5.1,95,Y,,
H-04,5488,PINPAL,3.3,a,3.3,L,4/5/23,2.6,3.3,95,Y,,
H-04,5491,PINPAL,5.7,a,5.3,L,4/5/23,3.5,5.3,95,N,,
H-04,5493,PINPAL,3,a,2.5,L,4/5/23,2.3,2.5,95,Y,,
H-04,5490,PINPAL,5.6,a,5,L,4/5/23,3.2,5,90,Y,,
H-04,5459,PINPAL,7.6,a,9.2,L,4/5/23,5.2,9.2,85,Y,,
H-04,5441,PINPAL,4.1,a,5.6,L,4/5/23,3.3,5.6,75,Y,,
H-04,5494,PINPAL,7.5,a,7.6,L,4/5/23,2.5,7.6,60,Y,,
H-04,5466,PINPAL,8.6,a,11.8,L,4/5/23,3.9,7.3,40,NA,,
H-04,5471,PINPAL,7.2,a,8.3,L,4/5/23,4,7.9,25,Y,,
H-04,5476,PINPAL,4.4,a,5.7,L,4/5/23,3.2,4.3,25,N,,
H-04,5485,PINPAL,12.2,y,12,L,4/4/23,7.6,9.9,20,NA,,
H-04,5458,PINPAL,23.5,z,16.8,L,4/4/23,8.4,8.8,10,NA,,
H-04,5444,PINPAL,48.3,z,17.4,L,4/4/23,6.5,10.9,5,NA,,
H-04,5450,PINPAL,29.5,z,18.1,L,4/4/23,5.2,7,5,NA,,
H-04,5484,PINPAL,26.8,z,17.6,L,4/4/23,8.9,11,5,NA,,
H-04,5473,PINPAL,13.2,y,14.2,L,4/4/23,9,6.7,1,NA,,
H-04,5516,PINPAL,10.9,y,11.4,L,4/4/23,7.6,6.9,1,NA,,
H-04,5498,PINPAL,13.3,y,13.6,L,4/4/23,9.7,X,0,NA,,
H-04,5445,PINPAL,40.4,z,18.7,L,4/4/23,9,X,0,NA,,
H-04,5452,PINPAL,37.4,z,20.2,L,4/4/23,8.7,X,0,NA,,
H-04,5465,PINPAL,21.5,z,16,L,4/4/23,8.4,X,0,NA,,
H-04,5483,PINPAL,30.3,z,17.4,L,4/4/23,8.7,X,0,NA,,
H-05,990,PINPAL,6.6,a,6.1,D,4/5/23,NA,NA,NA,NA,,
H-05,1026,PINPAL,7.6,a,6.5,L,4/5/23,2.7,3,1-5,NA,,
H-05,1049,PINPAL,8.4,a,7.9,L,4/5/23,2.8,4.6,1-5,NA,,
H-05,1058,PINPAL,6.2,a,6.8,L,4/5/23,3.4,4.9,1-5,NA,,
H-05,1083,PINPAL,8.6,a,8.7,L,4/5/23,3.8,3.8,1-5,NA,,
H-05,1040,PINPAL,11,y,9.6,L,4/4/23,5.7,5.6,1-5,NA,,
H-05,1057,PINPAL,11.1,y,11,L,4/4/23,2.6,2.5,1-5,NA,leaning,
H-05,963,PINPAL,2.6,a,3.2,L,4/5/23,2.2,3.2,100,Y,,
H-05,968,PINPAL,4.5,a,3.7,L,4/5/23,2.2,3.7,100,Y,,
H-05,993,PINPAL,3.2,a,3,L,4/5/23,2.2,3,100,N,,
H-05,1027,PINPAL,3.5,a,3.5,L,4/5/23,1.8,3.5,100,Y,,
H-05,982,PINPAL,2.5,a,3.1,L,4/5/23,1.8,3.1,99,Y,,
H-05,1041,PINPAL,4.1,a,3.9,L,4/5/23,1.8,3.9,95,N,,
H-05,948,PINPAL,5.3,a,6.2,L,4/5/23,3,6.2,90,Y,,
H-05,992,PINPAL,3.2,a,3.9,L,4/5/23,2.3,3.9,90,Y,,
H-05,995,PINPAL,3.3,a,3.9,L,4/5/23,2.3,3.9,90,Y,,
H-05,1032,PINPAL,2.8,a,2,L,4/5/23,1.4,2,90,Y,,
H-05,1037,PINPAL,4.5,a,3.9,L,4/5/23,1.8,3.9,90,Y,,
H-05,1029,PINPAL,3.8,a,3.3,L,4/5/23,1.6,3.3,85,Y,,
H-05,1002,PINPAL,3,a,2.4,L,4/5/23,1.4,2.4,80,Y,,
H-05,1006,PINPAL,3,a,2.4,L,4/5/23,NA,NA,80,Y,knocked over by fallen snag but alive,
H-05,1051,PINPAL,2.7,a,2.8,L,4/5/23,1.4,2.7,70,Y,,
H-05,1079,PINPAL,16.4,y,12.7,L,4/4/23,6.4,6.2,70,NA,,
H-05,979,PINPAL,3.1,a,2.6,L,4/5/23,2,2.5,65,NA,,
H-05,971,PINPAL,5.8,a,7.3,L,4/5/23,2.9,6.4,60,Y,,
H-05,984,PINPAL,5.5,a,5.2,L,4/5/23,2.6,5.2,60,NA,,
H-05,1005,PINPAL,4.3,a,3.4,L,4/5/23,2.4,3.4,60,Y,,
H-05,1039,PINPAL,3.4,a,3.8,L,4/5/23,2.2,3.8,60,Y,,
H-05,1076,PINPAL,19.6,y,14.7,L,4/4/23,7,13.2,60,NA,,
H-05,973,PINPAL,5.5,a,6.2,L,4/5/23,1.8,6.2,50,NA,,
H-05,1003,PINPAL,3.1,a,3,L,4/5/23,2,3,45,N,,
H-05,975,PINPAL,3.6,a,3.4,L,4/5/23,1.8,3.6,40,NA,,
H-05,991,PINPAL,6.4,a,6,L,4/5/23,3,5.4,40,NA,,
H-05,1064,PINPAL,8.8,a,9.6,L,4/5/23,2.3,9,40,Y,,
H-05,1065,PINPAL,15.4,y,12.5,L,4/4/23,6.8,15.4,40,NA,,
H-05,1038,PINPAL,6.8,a,6.7,L,4/5/23,2.8,4.5,35,NA,,
H-05,972,PINPAL,12.1,y,9.5,L,4/4/23,4.1,8.5,35,NA,,
H-05,974,PINPAL,6.6,a,7.6,L,4/5/23,3,7.6,30,NA,,
H-05,1001,PINPAL,3.2,a,3,L,4/5/23,2,2.4,30,N,,
H-05,1004,PINPAL,3.3,a,3.2,L,4/5/23,2.3,3.2,30,Y,,
H-05,1084,PINPAL,6.5,a,7,L,4/5/23,3,6.6,20,NA,,
H-05,983,PINPAL,5.1,a,7,L,4/5/23,3.3,4.2,15,NA,,
H-05,985,PINPAL,5.8,a,6.8,L,4/5/23,3.4,6,15,Y,,
H-05,986,PINPAL,4.6,a,4.5,L,4/5/23,2.8,4.5,15,Y,,
H-05,994,PINPAL,9.3,a,9.4,L,4/5/23,3.6,6,15,NA,,
H-05,1082,PINPAL,7.9,a,8.9,L,4/5/23,3.1,4.8,10,NA,,
H-05,964,PINPAL,11.4,y,10.1,L,4/4/23,5.5,6.4,10,NA,,
H-05,1081,PINPAL,13.7,y,11.5,L,4/4/23,4.8,5.6,10,NA,,
H-05,976,PINPAL,4.5,a,4.8,L,4/5/23,2.3,4.4,5,NA,,
H-05,977,PINPAL,5.2,a,5.1,L,4/5/23,3.1,4.9,5,NA,,
H-05,1028,PINPAL,7.3,a,7.9,L,4/5/23,3.3,4.4,5,NA,,
H-05,1030,PINPAL,8.6,a,8.7,L,4/5/23,3,5.1,5,NA,,
H-05,1031,PINPAL,4.6,a,4.4,L,4/5/23,2,3.7,5,NA,,
H-05,1033,PINPAL,9.1,a,8,L,4/5/23,2.9,3.5,5,NA,burnt needles,
H-05,1034,PINPAL,7,a,7.8,L,4/5/23,2.7,0,5,NA,burnt needles,
H-05,1036,PINPAL,8.7,a,7.9,L,4/5/23,2.5,3.1,5,NA,burnt needles,
H-05,1055,PINPAL,6.5,a,5.5,L,4/5/23,3.4,6.3,5,NA,,
H-05,967,PINPAL,11.7,y,11.1,L,4/4/23,5.4,6.6,5,NA,,
H-05,969,PINPAL,11.5,y,11.2,L,4/4/23,5.5,6.6,5,NA,,
H-05,970,PINPAL,11.6,y,10.2,L,4/4/23,5.2,5.8,5,NA,,
H-05,999,PINPAL,10.6,y,11.2,L,4/4/23,7.4,10.3,5,NA,,
H-05,1000,PINPAL,11.4,y,11.5,L,4/4/23,5.7,10.4,5,NA,,
H-05,1056,PINPAL,10,y,8,L,4/4/23,3.3,4.2,5,NA,,
H-05,1050,PINPAL,8.9,a,8.1,L,4/5/23,3.9,X,0,NA,,
H-05,1035,PINPAL,11.7,y,10.4,L,4/4/23,6.6,X,0,NA,,
H-06,720,PINPAL,3.9,a,4.2,L,4/5/23,NA,NA,NA,NA,burnt & fell over,
H-06,692,PINPAL,24.8,z,14.9,L,4/4/23,8.4,6.3,1-5,NA,,
H-06,715,PINPAL,2.8,a,2.7,L,4/5/23,1.4,2.7,100,Y,,
H-06,717,PINPAL,3.6,a,3.5,L,4/5/23,1.7,3.5,100,Y,,
H-06,718,PINPAL,3.8,a,3.4,L,4/5/23,1.8,3.4,100,Y,,
H-06,721,PINPAL,4.1,a,3.1,L,4/5/23,2.7,3.1,100,Y,,
H-06,691,PINPAL,4.8,a,4.1,L,4/5/23,2.3,4.1,95,Y,,
H-06,714,PINPAL,8.3,a,9.6,L,4/5/23,3.4,9.6,80,Y,,
H-06,713,PINPAL,17,y,13.5,L,4/4/23,5,12.1,75,NA,,
H-06,719,PINPAL,13.2,y,11.8,L,4/4/23,5.3,11.6,75,NA,,
H-06,722,PINPAL,14.2,y,10.5,L,4/4/23,3.6,8.8,75,NA,,
H-06,731,PINPAL,8.9,a,6.6,L,4/5/23,2,5.4,30,NA,,
H-06,688,PINPAL,47,z,17.5,L,4/4/23,6.3,15.3,20,NA,,
H-06,705,PINPAL,10.7,y,8.7,L,4/4/23,4.7,5.3,10,NA,,
H-06,700,PINPAL,53.2,z,19.2,L,4/4/23,4.6,7.4,5,NA,,
H-09,1992,PINPAL,52.4,z,9,D,4/5/23,NA,NA,NA,NA,,
H-09,1982,PINPAL,3.5,a,6.2,L,4/12/23,3.5,6.2,100,Y,,
H-09,1985,PINPAL,5.4,a,5.9,L,4/12/23,3.6,5.9,100,Y,,
H-09,1989,PINPAL,43.6,z,24,L,4/5/23,10.7,24,95,NA,,
H-09,1996,PINPAL,34.2,z,18.8,L,4/5/23,12.4,18.8,95,NA,,
H-09,1995,PINPAL,58.7,z,21.6,L,4/5/23,9.6,21.6,85,NA,,
H-09,1988,PINPAL,50.5,z,24.6,L,4/5/23,7.9,24.6,70,NA,,
H-09,1991,PINPAL,35.8,z,15.9,L,4/5/23,7.4,15.9,70,NA,,
H-09,1980,PINPAL,46.2,z,19.6,L,4/5/23,7.8,19.6,65,NA,,
H-09,1987,PINPAL,44.7,z,21.1,L,4/5/23,12.6,20.1,60,NA,,
H-10,2140,PINPAL,27.9,z,15.2,L,4/5/23,7,13,30,NA,,
H-10,2141,PINPAL,47.9,z,26.4,L,4/5/23,12,14,15,NA,,
H-10,2144,PINPAL,9.8,a,11.8,L,4/12/23,4.7,11.8,80,Y,,
H-10,2145,PINPAL,8.2,a,9.5,L,4/12/23,5.5,9.5,85,Y,,
H-10,2146,PINPAL,5.9,a,6.3,L,4/12/23,3.3,6.3,100,Y,,
H-10,2148,PINPAL,8.6,a,8.5,L,4/12/23,3.4,8.5,99,Y,,
H-10,2149,PINPAL,5.5,a,6.5,L,4/12/23,4.5,6.5,100,Y,,
H-10,2150,PINPAL,2.6,a,3,L,4/12/23,1.8,3,100,Y,,
H-10,2151,PINPAL,8.3,a,4.2,L,4/12/23,3.6,4.2,95,Y,,
H-10,2154,PINPAL,3.9,a,4.2,L,4/12/23,2.5,4.2,100,Y,,
H-10,2155,PINPAL,3,a,3.4,L,4/12/23,2.2,3.4,100,Y,,
H-10,2156,PINPAL,44.8,z,24.4,L,4/5/23,11.8,24,75,NA,,
H-10,2161,PINPAL,20.5,z,16.8,L,4/5/23,4.5,14.1,75,NA,,
H-10,2163,PINPAL,3.6,a,3.7,L,4/12/23,2.4,3.7,100,Y,,
H-10,2164,PINPAL,7.5,a,8.5,L,4/12/23,4.3,8.5,90,Y,,
H-10,2166,PINPAL,5.4,a,6.6,L,4/12/23,3.3,6.6,95,Y,,
H-10,2167,PINPAL,2.9,a,3.6,L,4/12/23,3.2,3.6,100,Y,,
H-10,2172,PINPAL,50.6,z,23.6,L,4/5/23,11.4,23.6,35,NA,,
H-10,2174,PINPAL,7.2,a,8.8,L,4/12/23,4.3,8.8,65,NA,,
H-10,2175,PINPAL,3.2,a,4.7,L,4/12/23,2.5,4.7,90,Y,,
H-10,2177,PINPAL,4.5,a,5.9,L,4/12/23,3,5.9,90,Y,,
H-10,2178,PINPAL,8,a,10.5,L,4/12/23,6.2,10,40,Y,,
H-10,2179,PINPAL,4.5,a,5.7,L,4/12/23,3.5,5.7,95,NA,,
H-10,2180,PINPAL,8.3,a,10.5,L,4/12/23,5,10.5,85,Y,,
H-10,2181,PINPAL,5.8,a,8,L,4/12/23,4.5,8,85,Y,,
H-10,2182,PINPAL,8,a,9.4,L,4/12/23,4.2,9.4,85,Y,,
H-10,2183,PINPAL,3.5,a,4.1,L,4/12/23,3.6,4.1,100,Y,,
H-10,2184,PINPAL,4.5,a,9.5,L,4/12/23,4.2,9.5,85,Y,,
H-10,2185,PINPAL,3.6,a,3.6,L,4/12/23,3.2,3.6,100,Y,,
H-10,2186,PINPAL,8.9,a,9.8,L,4/12/23,3.4,9.8,95,Y,,
H-10,2187,PINPAL,4.7,a,6.1,L,4/12/23,4.3,6.1,100,Y,,
H-10,2188,PINPAL,5.5,a,6.2,L,4/12/23,3.9,6.2,85,Y,,
H-10,2189,PINPAL,3.2,a,4.4,L,4/12/23,3.6,4.4,95,Y,,
H-10,2190,PINPAL,3.8,a,4.3,L,4/12/23,2.9,4.3,90,Y,,
H-10,2191,PINPAL,6.9,a,9,L,4/12/23,4.9,9,85,Y,,
H-10,2192,PINPAL,2.5,a,3,L,4/12/23,2.2,3,100,Y,,
H-10,2193,PINPAL,9.5,a,10,L,4/12/23,4.5,7.4,35,NA,,
H-10,2194,PINPAL,3.4,a,4.8,L,4/12/23,2.8,4.8,95,Y,,
H-10,2195,PINPAL,8.5,a,9.9,L,4/12/23,4.7,8,30,NA,,
H-10,2301,PINPAL,3.8,a,5,L,4/12/23,3.3,5,30,NA,,
H-10,2303,PINPAL,3.5,a,3.6,L,4/12/23,3.1,3.6,100,Y,,
H-12,8404,PINPAL,2.6,a,3.2,L,4/13/23,2.8,3.2,100,Y,,
H-12,8406,PINPAL,5.6,a,6.6,L,4/13/23,3.3,6.6,100,Y,,
H-12,8411,PINPAL,3,a,3,L,4/13/23,1.9,3,100,Y,,
H-12,8412,PINPAL,3.7,a,4.2,L,4/13/23,2.8,4.2,100,Y,,
H-12,8413,PINPAL,6,a,5.8,L,4/13/23,2.9,5.8,100,Y,,
H-12,8429,PINPAL,9.9,a,10.5,L,4/13/23,3.7,10.5,100,Y,,
H-12,8430,PINPAL,2.7,a,3,L,4/13/23,2.5,3,100,Y,,
H-12,8434,PINPAL,4.4,a,3.2,L,4/13/23,2.2,3.2,100,Y,,
H-12,8436,PINPAL,4.4,a,3,L,4/13/23,2.4,3,100,Y,,
H-12,8437,PINPAL,4.5,a,4.5,L,4/13/23,3.4,4.5,100,Y,,
H-12,8439,PINPAL,3.5,a,2.8,L,4/13/23,2.1,2.8,100,Y,,
H-12,8441,PINPAL,3.8,a,2.8,L,4/13/23,2.3,2.8,100,N,,
H-12,8442,PINPAL,2.7,a,2.6,L,4/13/23,1.8,2.6,100,Y,,
H-12,8448,PINPAL,5.2,a,6.7,L,4/13/23,3.8,6.7,100,Y,,
H-12,8450,PINPAL,3.1,a,3.3,L,4/13/23,3.2,3.3,100,Y,,
H-12,8459,PINPAL,6.7,a,8.8,L,4/13/23,3.9,8.8,100,Y,,
H-12,8464,PINPAL,4.5,a,4.4,L,4/13/23,2.7,4.4,100,Y,,
H-12,8465,PINPAL,5,a,5.8,L,4/13/23,3.1,5.8,100,Y,,
H-12,8468,PINPAL,3.9,a,3.8,L,4/13/23,2.8,3.8,100,Y,,
H-12,8470,PINPAL,7.9,a,7.7,L,4/13/23,4,7.7,100,Y,,
H-12,8481,PINPAL,3.9,a,5.1,L,4/13/23,2.8,5.1,100,Y,burnt needles,
H-12,8482,PINPAL,2.6,a,1.9,L,4/13/23,1.1,1.9,100,Y,burnt needles,
